name,tax_id,irs_name,street_address,city,state,zip,affiliation,website,advertises_apr,facebook,twitter,youtube,instagram,tiktok,donor_website,other_names
NORTH GEORGIA PREGNANCY SERVICES CENTER - DAWSONVILLE,58-2288272,Dahlonega Care Center Inc North Georgia Pregnancy Service,45 Medical Center Dr,Dawsonville,GA,30534,Heartbeat International,https://www.ngpregnancyservices.com/ Yes,,https://www.facebook.com/athomeabortionfacts,,https://www.instagram.com/at.home.abortion.facts/,,,,
WOMEN'S CLINIC OF ATLANTA - DECATUR,58-2424267,Women's Clinic of Atlanta,"125 Clairemont Ave, Suite 330",Decatur,GA,30030,"Care Net, Heartbeat International",http://www.womensclinicofatlanta.com/ No,,https://www.facebook.com/womensclinicofatlanta/,,https://www.instagram.com/womens_clinic_of_atlanta/,,,,
ALPHA PREGNANCY CENTER - SOUTHWEST GEORGIA,58-6009350,Sherwood Baptist Church / Mallary,721 West 3rd St,Donalsonville,GA,39845,Heartbeat International,https://alphapregnancycenter.net/ Yes,,https://www.facebook.com/24alpha,,https://www.instagram.com/alphapregnancycenter/,,,,
PRC MEDICAL,58-1821544,P R C Medical of Douglas County,3030 Chapel Hill Rd,Douglasville,GA,30135,"Care Net, Heartbeat International",https://prcmedicalwomensclinic.com/ Yes,,https://twitter.com/PRCMedClinic,,,,,,
HEALTH FOR HER,,,"11 Dunwoody Park, Suite 150",Dunwoody,GA,30338,Human Coalition,https://healthforher.org/locations/atlanta/ No,,,,,,,,Health for Her
SAFE CHOICE PREGNANCY CARE CENTER,58-1938478,Choose Life Ministries Safe Choice,220 Sailors Dr,Ellijay,GA,30540,Care Net,http://safechoicepcc.com/ No,,https://www.facebook.com/safechoicepcc,,,,,,
PREGNANT CHOICES MEDICAL CLINIC,47-5449130,Pregnant Choices - Love For Moms,4325 Washington Rd,Evans,GA,30809,Heartbeat International,http://www.pregnantchoices.com/ No,,https://www.facebook.com/pregnantchoicesga,,https://www.instagram.com/pregnantchoicesga,,,,
FAYETTE PREGNANCY RESOURCE CENTER,58-2037105,Fayette Pregnancy Resource Center,360 Lanier Ave E,Fayetteville,GA,30214,Care Net,http://fayetteprc.com/ Yes,,https://www.facebook.com/hfattypest:t/e/tpwrictter.com/fayprc,,,,,,
PREGNANCY AID CLINIC - FOREST PARK,58-1592562,Pregnancy Aid Clinic,"531 Forest Pkwy, Suite 100",Forest Park,GA,30297,Heartbeat International,https://pac-woman.com/ Yes,,https://www.facebook.com/hPtAtpCs:w//oxm.coamna/ptl/ac_woman_atl,,https://www.instagram.com/pac_womahntt_past:l///pregnancyaidclinic.com/,,,,
PREGNANCY & FAMILY LIFE CENTER,58-1886026,Pregnancy Center of Monroe County,562 North Lee St,Forsyth,GA,31029,,https://pregnancyfamilylifecenter.com/ No,,https://www.facebook.com/pregnancy.center.monroeco/,,,,,,
ASCEND WOMEN'S CARE & FAMILY SUPPORT - FRANKLIN,58-1752438,Pregnancy Resource Center / Carroll Sav-A-Life Center Inc,1191 Franklin Pkwy,Franklin,GA,30217,NIFLA,https://www.ascendwga.com/ No,,https://www.facebook.com/ascendwga,https://www.youtube.comht/t@psa:/s/cwewnwdw.ingsataghrtatpms.:c//owmw/was.tciketnodkw.cgoam//@ascendwga,,,,,
CHOICES PREGNANCY CARE CENTER,58-1721806,Northeast Georgia Care Choices Pregnancy Care Center,225 Forrest Ave,Gainesville,GA,30501,"Care Net, Heartbeat International",http://www.choicespregnancy.org/ Yes,,https://www.facebook.com/choicespregnancycare/,,https://www.instagram.com/choicescenter/,,,,
FIRST CALL PREGNANCY CENTER,31-1836649,First Call Pregnancy Center,1531 West Broad St,Greensboro,GA,30642,Care Net,http://www.firstcall.me/ No,,https://www.facebook.com/drfcpc2018/,,,,,,
HART LIFE PREGNANCY CARE CENTER,45-3975866,Hart Life Pregnancy Care Center,317 West Franklin St,Hartwell,GA,30643,,http://www.hartlife.net/ No,,https://www.facebook.com/HartLifePcc,,,,,https://friends.hartlife.net/,
PAULDING PREGNANCY SERVICES,58-2285203,Paulding Pregnancy Services,"1899 Lake Rd, Suite 120",Hiram,GA,30141,Heartbeat International,https://pauldingpregnancy.com/ Yes,,https://www.facebook.com/pauldingpregnancy,,https://www.instagram.com/paulding.phrtetpgsn:a//npcpys/friends.org/,,,,
CARING PATHWAYS,20-3713406,Butts County Crisis Pregnancy Center,153 Dempsey Ave,Jackson,GA,30233,Care Net,https://caring-pathways.com/ No,,https://www.facebook.com/ButtsCountyPRC/,,,,,,
THE PREGNANCY CENTER,58-2165906,The Pregnancy Center,7 Caring Way,Jasper,GA,30143,Heartbeat International,https://babyontheway.org/ No,,https://www.facebook.com/ThePregnancyCenterJasperGeorgia,,https://www.instagram.com/thepregnancycenterjasper/,,,,
SKYLARK - JESUP,58-1967329,Skylark Clinic Inc,"212 South 1st St, Suite 6",Jesup,GA,31545,Care Net,https://helloskylark.com/ Yes,,https://www.facebook.com/skylarkclinic,,https://www.instagram.com/skylarkclinic/,,,,
PREGNANCY CARE CENTER OF JONESBORO,58-2239501,Pregnancy Care Center,158 South Main St,Jonesboro,GA,30236,Care Net,https://www.pregnancycarecenterjonesboro.org/ No,,https://www.facebook.com/JonesboroPCC/,,,,,,
SKYLARK - KINGSLAND,58-1967329,Skylark Clinic Inc,"1891 Hwy 40 East, Suite 1107",Kingsland,GA,31548,Care Net,https://helloskylark.com/ Yes,,https://www.facebook.com/skylarkclinic,,https://www.instagram.com/skylarkclinic/,,,,
FIRST CHOICE WOMEN'S CENTER,58-1734424,Pregnancy Care Center of Lagrange,300 Harwell Ave,Lagrange,GA,30240,Care Net,http://lagrangepregnancy.com/ Yes,,,,,,,,
OBRIA MEDICAL CLINIC OF GWINNETT,46-5456475,Obria Medical Clinics / Pregnancy Resource Center of Gwinnett,"565 Old Norcross Rd, Suite 200",Lawrenceville,GA,30046,Obria,https://obriagwinnett.org/ No,,,,https://www.instagram.com/obriamedihcattlpcsli:n//ifcrgiewnidnsnoeftot/bria.org/,,,,
WOMEN'S HEALTH AND WELLNESS CLINIC OF WALTON - LOGANVILLE,58-2581209,A Center Of Hope Cpc Inc - Pregnancy Resource Center Of Walton,3060 Hwy 81 South,Loganville,GA,30052,Heartbeat International,https://whwclinic.com/ Yes,,https://x.com/prcofwalton,,https://www.instagram.com/prcofwalton/,,,,
CORE HEALTHCARE FOR WOMEN - MACON,58-1589744,Caring Solutions of Central Georgia,"1044 Washington Ave, Suite 102",Macon,GA,31201,Care Net,http://coreofcga.com/ Yes,,https://www.facebook.com/coreofcga,,https://www.instagram.com/coreofcga/,,,,
THE KOLBE CENTER,84-3820320,Kolbe Center,833 Walnut St.,Macon,GA,31201,,http://www.kolbecentermacon.org/ No,,https://www.facebook.com/hKtotplbse:/C/twenittteerr.Mcoamco/TnheKolbeCenter,,https://www.instagram.com/kolbecentermacon/,,,,
FIRST CARE WOMEN'S CLINIC - MARIETTA,58-1620633,First Care Women's Clinic,615 Roswell St NE,Marietta,GA,30060,,https://firstcarewomensclinic.com/en/ Yes,,https://www.facebook.com/firstcarewomensclinicga/,,https://www.instagram.com/firstcarewomensclinicga/,,,,
CORE HEALTHCARE FOR WOMEN- MILLEDGEVILLE,58-1589744,Caring Solutions of Central Georgia,451 South Wayne St,Milledgeville,GA,31061,Care Net,https://www.coreofcga.com/ Yes,,,,,,,,
WOMEN'S HEALTH AND WELLNESS CLINIC OF WALTON - MONROE,58-2581209,A Center Of Hope Cpc Inc - Pregnancy Resource Center Of Walton,"333 Alcovy St, Suite 10",Monroe,GA,30655,Heartbeat International,https://whwclinic.com/ Yes,,,,,,,,
BETHANY CHRISTIAN SERVICES - ATLANTA,,,1408 Southlake Dr,Morrow,GA,30260,Bethany Christian Services,https://bethany.org/locations/us/georgia/atlanta No,,,,,,,,
HOPE HOUSE WOMEN'S CLINIC,58-1837668,Hope House of Moultrie,716 5th Ave Southeast,Moultrie,GA,31768,Heartbeat International,https://hopehousecares.org/ Yes,,,,https://www.instagram.com/hope_house_of_moultrie,,,,
COWETA PREGNANCY SERVICES,58-1781796,Coweta Pregnancy Services,29 Brown St,Newnan,GA,30263,,http://coweta-ps.org/ No,,,,,,,,
PREGNANCY CARE CENTER OF RINCON,20-8738514,Pregnancy Care Center of Rincon,"594 South Columbia Ave, Suite 500",Rincon,GA,31326,Care Net,http://pregnancycarecenterofrincon.com/ Yes,,https://www.facebook.com/pregnancycarecenterofrincon/,,https://www.instagram.com/pregnancycarecenterrincon?igshid=1jiw7vb2qo2am,,,,
HAVEN HEALTH CLINIC FOR WOMEN,58-1448398,Haven Health Clinic of Rome,311 Redmond Rd,Rome,GA,30165,Heartbeat International,https://www.havenclinic.org/ Yes,,https://www.facebook.com/havenhealthclinic/,,https://www.instagram.com/haven_health/?hl=en,,,,
PREGNANCY AID CLINIC - ROSWELL,58-1592562,Pregnancy Aid Clinic,281 South Atlanta St,Roswell,GA,30075,Heartbeat International,https://pac-woman.com/ Yes,,https://www.facebook.com/hPtAtpCs:w//oxm.coamna/ptl/ac_woman_atl,,https://www.instagram.com/pac_woman_atl/,,,,
WOMEN'S CLINIC OF ATLANTA - ROSWELL,58-2424267,Women's Clinic of Atlanta,"1025 Old Roswell Rd, Suite 100",Roswell,GA,30076,"Care Net, Heartbeat International",http://www.womensclinicofatlanta.com/ No,,https://www.facebook.com/womensclinicofatlanta/,,https://www.instagram.com/womens_clinic_of_atlanta/,,,,
SAVANNAH CARE CENTER,58-1624112,Savannah Care Center,105 East 34th St,Savannah,GA,31401,"Care Net, NIFLA",http://savannahcarecenter.org/ No,,https://www.facebook.com/hStatpvsa:n//ntwaihttCera.rceo/m/savannahcare,,,,,,
THRIVE EXPRESS WOMEN'S CLINIC,82-1622301,United For Life To His Glory,"5302 Frederick St, Suite 107",Savannah,GA,31405,Heartbeat Interational,https://thrivesavannah.org/ Yes,,,,,,,,
AUGUSTA CARE PREGNANCY CENTER- STAPLETON,58-1461982,Augusta Care Pregnancy Center,125 West Church St,Stapleton,GA,30825,,http://www.augustacpc.org/ No,,,,,,,,
CHOICES OF THE HEART,58-1726667,Choices of the Heart Pregnancy Counseling Center,425 East Grady St,Statesboro,GA,30458,Heartbeat International,http://www.choicesoftheheart.org/ Yes,,https://www.facebook.com/Choices-of-the-Heart-134810413228328/,,https://www.instagram.com/choicesoftheheartstatesboro/,,,,
THE BRIDGE WELLNESS SOUTH,58-2060722,The Bridge Wellness South Corporation,100 Eagles Walk,Stockbridge,GA,30281,,https://thebridgewellness.org/ No,,https://www.facebook.com/TheBridgeWellnessS,,https://www.instagram.com/bridge_wellness_S?fbclid=IwZXh0bgNhZW0CMTAAAR3rhuQO0pwAWmMhHKh2AZHFfCLGYonbJroWC10a7VVjfoC3F-p6i9TRIWY_aem_Aap3CxpI1bC-V8Vx6u9xvawa-zUr3z40yvOCY7sExhaTwWuyfJx2ZrtV7zVg-8X7LzBCJSWfy92y4npecBnaVbCV,,,,
PREGNANCY RESOURCE CENTER OF CHATTOOGA COUNTY,58-1629162,North Georgia Crisis Pregnancy Center,11564 Hwy 27,Summerville,GA,30747,Care Net,http://www.prcchattooga.org/ No,,,,,,,,
ALPHA PREGNANCY CENTER - WORTH,58-6009350,Sherwood Baptist Church / Mallary,408 North Livingston St,Sylvester,GA,31791,Heartbeat International,https://alphapregnancycenter.net/ Yes,,https://www.facebook.com/24alpha,,https://www.instagram.com/alphapregnancycenter/,,,,
ASCEND WOMEN'S CARE & FAMILY SUPPORT - TALLAPOOSA,58-1752438,Pregnancy Resource Center / Carroll Sav-A-Life Center Inc,734 Bowdon St,Tallapoosa,GA,30176,NIFLA,https://www.ascendwga.com/ No,,https://www.facebook.com/ascendwga,https://www.youtube.comht/t@psa:/s/cwewnwdw.ingsataghrtatpms.:c//owmw/was.tciketnodkw.cgoam//@ascendwga,,,,,
HERITAGE WOMEN'S RESOURCE CENTER,58-1999162,Heritage Women's Resource Center,601 South Center St,Thomaston,GA,30286,Heartbeat International,https://www.heritagepregnancy.org/ No,,,,,,,,
FIRST OPTION CARE OF THOMASVILLE,20-1585087,First Option Care,106 Euclid Dr,Thomasville,GA,31792,Heartbeat International,https://www.1stoption.care/ No,,,,,,,,
LIFEHOUSE PARENTING CENTER & CLINIC,58-1636818,Pregnancy Care Center of Tiftarea,209 East 4th St,Tifton,GA,31794,,https://www.forlifehouse.com/clinic,,https://www.facebook.com/firstchoicetift/,,https://www.instagram.com/womens1stchoice/,,,,
TOCCOA LIFE FAMILY RESOURCE CENTER,58-1633595,Toccoa Life,61 White Pine Rd,Toccoa,GA,30577,,https://toccoalife.org/ No,,https://www.facebook.com/habershamlifepregnancy,,,,,,
TOCCOA LIFE FAMILY RESOURCE CENTER,58-1633595,Toccoa Life,1627 Carnes Creek Road,Toccoa,GA,30577,,https://www.toccoalife.org/ No,,https://www.facebook.com/ToccoaLifePRC/,,,,,,
OPTIONS NOW,58-2013835,Pregnancy Support Clinic of Valdosta,214 West Park Ave,Valdosta,GA,31602,Care Net,http://www.optionsnow.org/ Yes,,https://www.facebook.com/OptionsNowValdosta/,,https://www.instagram.com/optionsnow/,,,,
RACHEL'S HOUSE PREGNANCY CLINIC,27-0475597,Rachel's House,1804 Seminole Dr,Vidalia,GA,30474,Heartbeat International,http://rachelshouseprc.org/ No,,https://www.facebook.com/rachelshouse/,,,,,,
CORE HEALTHCARE FOR WOMEN - WARNER ROBINS,58-1589744,Caring Solutions of Central Georgia,239B Smithville Church Rd,Warner Robins,GA,31088,Care Net,http://coreofcga.com/ Yes,,https://www.facebook.com/caringsolutionspc/,,https://www.instagram.com/coreofcgah/ttps://www.friendsofcaringsolutions.com/,,,,
AUGUSTA CARE PREGNANCY CENTER - WAYNESBORO,58-1461982,Augusta Care Pregnancy Center,250 East 6th St,Waynesboro,GA,30830,,http://www.augustacpc.org/ No,,,,,,,,
OPTIONS MEDICAL CLINIC,58-1967056,The Hope Center,"295 Molly Ln, Suite 120",Woodstock,GA,30189,Care Net,https://optionsmedicalclinic.com/ Yes,,https://www.facebook.com/supporthopecenter,,https://www.instagram.com/supporthohptetpcse:n//tseur/pporthopecenter.com/,,,,
LIV PREGNANCY AND WOMEN'S WELLNESS- HILO,99-0296961,Liv Pregnancy and Women's Wellness,"280 Ponahawai St, Suite 203",Hilo,HI,96720,Heartbeat International,https://www.livwellwomen.com/ No,,,,,,,,
PEARSON PLACE,99-0248121,The Pearson Foundation of Hawaii Incorporated,"1520 Liliha St, Suite 402",Honolulu,HI,96817,Heartbeat International,https://pearsonplace.org/ Yes,,,,,,,,
LIV PREGNANCY AND WOMEN'S WELLNESS- KONA,99-0296961,Liv Pregnancy and Women's Wellness,"74-5565 Luhia St, Suite A3B",Kailua Kona,HI,96740,Heartbeat International,https://www.livwellwomen.com/ No,,https://www.facebook.com/livwellwomen/,,https://www.instagram.com/livwellwomen/,,,,
ALOHA PREGNANCY CARE AND COUNSELING CENTER,99-0344664,Aloha Pregnancy Care & Counseling Center Inc,45-1151 G Kamehameha Hwy,Kaneohe,HI,96744,Heartbeat International,http://alohapregnancy.com/ No,,https://www.facebook.com/AlohaPregnancy,https://www.youtube.com/@alohapregnancycenter1783,,,,,
PREGNANCY & WELLNESS MAUI,45-4435035,Malama Pregnancy Center of Maui,"115 East Lipoa, Unit 100",Kihei,HI,96753,"Care Net, Heartbeat International",https://www.pregnancycentermaui.com/ Yes,,https://www.facebook.com/hTtPtpCsK://otwnaitter.com/KailuaKonaTPC,,https://www.instagram.com/thepregnancycenter3010/,,,,
LIV PREGNANCY AND WOMEN'S WELLNESS- OCEANVIEW,99-0296961,Liv Pregnancy and Women's Wellness,92-8977 Leilani Circle,Ocean View,HI,96704,Heartbeat International,https://www.livwellwomen.com/ No,,,,,,,,
A PLACE FOR WOMEN IN WAIPIO,99-0312556,Calvary Chapel Pearl Harbor,"94-1044 Waipio Uka St, 2nd Floor",Waipahu,HI,96797,Heartbeat International,http://www.oahupregnancycenter.com/ Yes,,https://www.facebook.com/aplaceforwomeninwaipio/,,,,,https://apfwpartners.com/,
STANTON HEALTHCARE - BOISE,20-1838827,Generation Life Inc,3684 North Harbor Ln,Boise,ID,83703,Stanton Healthcare,http://www.stantonhealthcare.org/ Yes,,https://www.facebook.com/StantonHealthcare/,,,,,,Stanton Healthcare - Meridian
TREASURE VALLEY PATH,81-0967395,Treasure Valley Path Inc.,1327 West Beacon St,Boise,ID,83706,Heartbeat International,https://www.treasurevalleypath.org/ No,,https://www.facebook.com/hptatpthsp:/r/etwgi/tter.com/PathPreg,,https://www.instagram.com/pathpreg/,,,,Path Pregnancy Clinic
A BLESSED BEGINNING PREGNANCY CARE,91-1583969,National Challenged Homeschoolers Associated Network,6530-B Washington St,Bonners Ferry,ID,83805,,http://www.blessedbeginning.org/ Yes,,https://www.facebook.com/ablessedbeginningbonnersferry/,,,,,https://www.nathhan.org/resources/index.php?main_page=product_info&cPath=5&products_id=8,
LIFELINE PREGNANCY CARE CENTER- CALDWELL,82-0400235,Lifeline Crisis Pregnancy Center Inc.,4521 Thomas Jefferson St,Caldwell,ID,83605,Care Net,http://www.lifelinepcc.org/ Yes,,https://www.facebook.com/lifelinepregnancycenter,,,,,,
BIRTHRIGHT OF COEUR D'ALENE,82-0380260,Birthright Of Coeur D Alene Inc,923 East Sherman Ave,Coeur D'Alene,ID,83814,Birthright International,https://birthright.org/coeurdalene/ No,,,,,,,,
RELIANCE CENTER OF NORTH CENTRAL IDAHO,02-0645164,HOPE PREGNANCY CENTER OF CENTRAL IDAHO,113 West North St,Grangeville,ID,83530,Heartbeat International,https://www.hopecenterid.com/ No,,,,,,,,
OPEN ARMS REAL CHOICES CLINIC,82-0505797,OPEN ARMS PCC AND REAL CHOICES,"8056 North Wayne Dr,",Hayden,ID,83835,Heartbeat International,https://realchoicesclinic.com/ Yes,,https://www.facebook.com/realchoicesclinic,,https://www.instagram.com/realchoicesclinic/,,,,"OPEN ARMS PREGNANCY CARE CENTER AND REAL CHOICES CLINIC, INC."
NEST PREGNANCY CARE CENTER,92-0573051,Nest Pregnancy Care Center Inc.,467 Constitution Way,Idaho Falls,ID,83404,,https://nestpregnancycare.org/ No,,,,,,,,
BIRTHRIGHT OF IDAHO FALLS,82-0477429,Birthright of Idaho Falls Inc.,1970 East 17th St,Idaho Falls,ID,83404,Birthright International,http://birthright.org/idahofalls No,,,,,,,,
HOPE PREGNANCY RESOURCE CENTER,46-2917821,Hope Pregnancy Resource Center Inc,205 East Cameron Ave,Kellogg,ID,83837,Heartbeat International,https://idahopeprc.org/ Yes,,https://www.facebook.com/HopeCenterKellogg/,,,,,,
LIFE CHOICES CLINIC,82-0415093,Pregnancy Care Center Inc,1208 Idaho St,Lewiston,ID,83501,Heartbeat International,http://lifechoicesclinic.info/ Yes,,https://www.facebook.com/hLtitfpesC:/h/towicitetesrC.clionmicL/LeifweiCsthooni/ce4Life,,,,,,Life Choices Clinic Lewiston
BIRTHRIGHT OF BOISE,82-0340340,Birthright of Boise Inc,1530 West State St Suite A,Meridian,ID,83642,Birthright International,http://www.birthrightofboise.com/ No,,,,https://www.instagram.com/birthrightofboise/?hl=en,,,,
WISH MEDICAL WOMEN'S HEALTH- MOSCOW,45-3719771,Palouse Care Network Inc,1515 West A St,Moscow,ID,83843,Heartbeat International,http://www.wishmedical.com/ Yes,,https://www.facebook.com/hwttisphsm://etwdiitctearl.com/wishmedical,,,,,,
LIFELINE PREGNANCY CARE CENTER - NAMPA,82-0400235,Lifeline Crisis Pregnancy Center Inc.,1323 12th Ave South,Nampa,ID,83651,Care Net,http://www.lifelinepcc.org/ Yes,,https://www.facebook.com/lifelinepregnancycenter,,,,,,
COMPASSION AND HOPE PREGNANCY CENTER,32-0279908,Compassion and Hope Pregnancy Center,"845 South 9th St, Suite B",Pocatello,ID,83209,Care Net,http://www.pocatellopregnancycenter.com/ Yes,,https://www.facebook.com/CompassionAndHopePregnancyCenter,,,,,,Pocatello Pregnancy Center
PREGNANCY SUPPORT CENTER,,,2004 North Lucas St,Post Falls,ID,83854,St. George's Catholic Church,http://www.pregnancysupportcenter.org/ No,,,,,,,,North Idaho Pregnancy Support Center
NEW LIFE SUPPORT SERVICES,45-2095455,Hopes Place Pregnancy Support Center Inc,704 Shoup St,Salmon,ID,83467,,https://newlifesupportservices.com/ No,,https://www.facebook.com/HopesPlacepsc/,,,,,,
7B CARE CLINIC,75-2989202,Life Choices Pregnancy Center Inc,35 Litehouse Dr,Sandpoint,ID,83864,Care Net,https://7bcareclinic.org/ Yes,,,,,,,,Sandpoint Life Choices Pregnancy Center
SAGE WOMEN'S CENTER,84-1387194,Sage Women's Center Inc.,158 Blake St North,Twin Falls,ID,83301,,https://sagewomenscenter.org/ No,,https://www.facebook.com/SageWomensCenter/,,https://www.instagram.com/sagewomenscenter/,,,,
"WATERLEAF WOMEN'S CENTER, INC.",27-0309870,Waterleaf Women's Center,3055 East New York St,Aurora,IL,60504,Heartbeat International,http://www.waterleafwc.org/ Yes,,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebookh.tctposm:/%/w2wFww.aintsetralegarafwmo.mcoemns/wceanteterlreafwomenscenter/,,,,,,
PURPLE CLINIC- AURORA,,,221 East Galena Blvd.,Aurora,IL,60505,,https://purpleclinic.com/ No,,,,,,,,
PREGNANCY CARE CENTER OF BELLEVILLE,37-1152976,Pregnancy Care Center,"311 West Lincoln St, Suite 301",Belleville,IL,62220,,https://pregnancycarecenter.org/ No,,https://www.facebook.com/Pregnancy-Care-Center-of-Belleville-159761917377819/,,,,,,
BIRTHRIGHT OF BLOOMINGTON,37-0974200,Birthright of Mclean County,505 North Center St,Bloomington,IL,61701,Birthright International,https://birthright.org/bloomington/ No,,https://www.facebook.com/BirthrightBloomington/,,,,,,
LIVING ALTERNATIVES PREGNANCY RESOURCE CENTER- BLOOMINGTON,37-1182626,Living Alternatives Pregnancy Resource Center,127 North Williamsburg Dr,Bloomington,IL,61704,Heartbeat International,https://www.pregnancyresourcecenter.org/locations/bloomiNngoton-normal/,,,,,,,,
RIVER VALLEY PREGNANCY RESOURCE CENTER,20-4476282,River Valley Pregnancy Resource Center,200 North Washington Ave,Bradley,IL,60915,"Heartbeat International, NIFLA",https://sites.google.com/view/rivervalleyprc/home No,,https://www.facebook.com/RiverValleyPRC,,,,,,
